ItemID,ItemName,forecast_mean,EOQ,safety_stock_ml,rop_ml,Orders_Per_Year
NKA-2-05-00136,نكهة جبنة شيدر,163.05433780503571,128.0,360.53979906910655,523.5941368741422,66.2
NKA-2-05-00137,نكهة جبنة بارميزان,244.1325152755367,177.0,628.0063467532141,872.1388620287507,71.6
NKA-2-05-00138,نكهة هوت هوت,39.8273781766913,63.0,78.09428846916461,117.92166664585591,33.1
NKA-2-05-00139,نكهة ملح سبايسي,32.07938406827912,56.0,60.48278996080431,92.56217402908342,29.7
NKA-2-05-00140,نكهة بوب كورن كرز,671.307644865877,270.0,475.00085091614636,1146.3084957820233,129.4
NKA-2-05-00141,نكهة ليمون,269.03414717896294,169.0,129.16367579721174,398.1978229761747,82.6
NKA-2-05-00151,نكهة ريحان,1797.2913069464332,424.0,579.8542516150736,2377.145558561507,220.4
NKA-2-05-00152,نكهة جبنة ريكفورد,2533.8410380530377,510.0,838.9744964057496,3372.815534458787,258.6
NKA-2-05-00153,نكهة مارشميللو هوت,147.1570015645201,119.0,66.17082763705962,213.32782920157973,64.3
NKA-2-05-00154,نكهة زعتر,467.03348000901485,214.0,172.419100298546,639.4525803075609,113.7
NKA-2-05-00157,نكهة سبانخ,1261.1890540588774,357.0,483.4890357240963,1744.6780897829738,183.8
NKA-2-05-00158,نكهة طماطم مجففة,99.6242911798402,98.0,36.395485540808664,136.01977672064885,53.0
SNX-2-06-00077,لقمة بوب كورن سادة,1.4062111865321079,12.0,0.7614656990094324,2.1676768855415403,6.1
SNX-2-06-00079,لقمة بوب كورن فواكه,2011.1308351691944,537.0,845.4447957037693,2856.5756308729638,194.6
SNX-2-06-00080,لقمة بوب كورن حار,126.27244371574143,114.0,62.46309183858955,188.73553555433097,57.6
SNX-2-06-00081,لقمة جبنة كوول,1474.5794688569797,498.0,551.8560246730679,2026.4354935300476,154.1
SNX-2-06-00083,كِسرة شوكولاتة كرز,80.36552439668566,73.0,30.247501855677424,110.61302625236308,57.6
SNX-2-06-00084,كِسرة بوب كورن فلامينجو ,50.400374518076866,58.0,18.06094747509529,68.46132199317216,45.4
SNX-2-06-00086,كِسرة جبنة كلاسيك,223.3079195925652,136.0,72.5815970799375,295.88951667250274,85.6
SNX-2-06-00087,كِسرة جبنة باربكيو,130.21831584177434,102.0,57.422301653521046,187.64061749529537,66.2
TQT-2-01-00478, طقطقة بوب كورن كلاسيك,651.955195756265,245.0,272.944717309193,924.8999130654579,138.3
TQT-2-10-00042, طقطقة هوت سوبر,442.22119750411036,222.0,178.2699053743144,620.4911028784247,103.8
TQT-2-10-00043, طقطقة جبنة كوول,1459.3446684157168,334.0,373.7627644890419,1833.1074329047588,227.2
TQT-2-10-00044, طقطقة مارشميللو كرز,1197.047400185462,268.0,291.09979110492725,1488.1471912903894,232.3
