Year,Week,ItemID-,Qty,ItemName-Map,BrandID-Map,BrandName-Map,Master Brand ID - Map,MasterBrandName-Map,LargeUOM,Factor,Avg_Daily_Demand,Safety_Stock,ROP,Avg_UnitPrice,Total_Promo,Total_CashDiscount,Total_ManualDiscount,Total_Taxes,Total_Revenue
2025,1,FRF-2-01-00390,31,فرفشة فشار سوبر,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,4.428571428571429,15.942857142857145,46.94285714285714,348.161875,-215,0,0,1479.26,12045.28
2025,1,FRF-2-01-00391,852,فرفشة هوت باربكيو,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,121.71428571428571,438.1714285714286,1290.1714285714286,331.2286186186186,-5121,0,0,38969.54,317320.82
2025,1,FRF-2-01-00392,29,فرفشة ملح فواكه,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,4.142857142857143,14.914285714285718,43.914285714285725,228.665,-164,0,0,828.27,6744.33
2025,1,FRF-2-01-00393,898,فرفشة فشار باربكيو,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,128.28571428571428,461.8285714285714,1359.8285714285714,334.41340116279065,-5602,0,0,41172.91,335262.9
2025,1,FRF-2-01-00394,14,فرفشة بوب كورن باربكيو,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,2.0,7.2,21.2,253.51714285714283,-45,0,0,260.72,2122.89
2025,1,FRF-2-01-00395,907,فرفشة شيبس كلاسيك,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,129.57142857142858,466.4571428571429,1373.457142857143,320.3599150141643,-5282,0,0,40056.94,326175.85
2025,1,FRF-2-01-00400,10,فرفشة هوت شوكولاتة,FRF-FRFSH03,فرفش,FRF,فرفشة,CT,60.0,1.4285714285714286,17.142857142857146,27.142857142857146,340.7914285714286,-33,0,0,473.01,3851.7
2025,1,FRF-2-01-00401,310,فرفشة هوت كرز سوبر,FRF-FRFSH03,فرفش,FRF,فرفشة,CT,60.0,44.285714285714285,531.4285714285714,841.4285714285714,283.90678260869566,-1266,0,0,9169.95,74669.36
2025,1,FRF-2-01-00403,38,فرفشة هوت جبنة,FRF-FRFSH03,فرفش,FRF,فرفشة,CT,60.0,5.428571428571429,65.14285714285715,103.14285714285715,341.295,-164,0,0,1791.96,14591.72
2025,1,FRF-2-01-00419,2,كرنك شيبس هوت,FRF-KRN04,كرنك,FRF,فرفشة,CT,16.0,0.2857142857142857,0.9142857142857143,2.914285714285714,862.33,0,0,0,241.46,1966.12
2025,1,FRF-2-01-00424,10045,فرفشة ملح سادة,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,1435.0,5166.0,15211.0,321.2117719298245,-92301,0,0,441593.73,3595832.79
2025,1,FRF-2-01-00440,5,فرفشة ملح سوبر,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,0.7142857142857143,2.5714285714285716,7.571428571428571,277.25,-39,0,0,188.64,1536.07
2025,1,FRF-2-01-00441,578,فرفشة جبنة باربكيو,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,82.57142857142857,297.25714285714287,875.2571428571429,268.21262626262626,-2876,0,0,21475.73,174871.43
2025,1,FRF-2-01-00445,2,فرفشة هوت فواكه,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,0.2857142857142857,1.0285714285714285,3.0285714285714285,306.57,-12,0,0,84.12,685.0
2025,1,FRF-2-01-00450,8,فرفشة هوت كرز,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,1.1428571428571428,4.114285714285714,12.114285714285714,346.54,0,0,0,388.13,3160.45
2025,1,FRF-2-01-00451,6080,فرفشة هوت كوول,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,868.5714285714286,3126.857142857143,9206.857142857143,324.10504145936983,-67530,0,0,270772.21,2204860.79
2025,1,FRF-2-01-00453,113,فرفشة ملح كوول,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,24.0,16.142857142857142,77.4857142857143,190.4857142857143,476.83,0,0,0,7543.44,61425.229999999996
2025,1,FRF-2-01-00454,53,كرنك شوكولاتة سوبر,FRF-KRN04,كرنك,FRF,فرفشة,CT,48.0,7.571428571428571,72.68571428571428,125.68571428571428,572.7733333333333,-898,0,0,4116.86,33523.020000000004
2025,1,FRF-2-01-00455,94,كرنك جبنة فواكه,FRF-KRN04,كرنك,FRF,فرفشة,CT,48.0,13.428571428571429,128.9142857142857,222.9142857142857,423.35615384615386,-636,0,0,4006.6299999999997,32625.37
2025,1,FRF-2-01-00456,28,كرنك بوب كورن سوبر,FRF-KRN04,كرنك,FRF,فرفشة,CT,48.0,4.0,38.400000000000006,66.4,580.69,-14,0,0,302.93,2466.67
2025,1,FRF-2-01-00457,30,كرنك فشار كلاسيك,FRF-KRN04,كرنك,FRF,فرفشة,CT,16.0,4.285714285714286,13.714285714285715,43.714285714285715,722.0938461538462,-382,0,0,2795.37,22762.3
2025,1,FRF-2-01-00458,31,بوكسو بوب كورن سوبر,FRF-BXS01,بوكسو,FRF,فرفشة,CT,15.0,4.428571428571429,13.285714285714286,44.285714285714285,382.5,-353,0,0,1610.7799999999997,13116.380000000001
2025,1,FRF-2-01-00460,2704,فرفشة بوب كورن كلاسيك,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,386.2857142857143,1390.6285714285716,4094.6285714285714,54.66066089212828,-5799,0,0,35722.13,290856.66008
2025,1,FRF-2-01-00461,10,فرفشة بوب كورن كراميل,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,1.4285714285714286,5.142857142857143,15.142857142857142,470.76,-37,0,0,658.0400000000001,5358.33
2025,1,FRF-2-01-00474,3,فرفشة بوب كورن كوول,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,0.42857142857142855,1.542857142857143,4.542857142857143,346.54,0,0,0,145.55,1185.17
2025,1,FRF-2-01-00475,968,فرفشة مارشميللو كرز,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,138.28571428571428,497.8285714285714,1465.8285714285714,329.5869892473118,-8557,0,0,43961.07,357968.16
2025,1,FRF-2-01-00477,2127,فرفشة مارشميللو خضار,FRF-FRFSH03,فرفش,FRF,فرفشة,PL,18.0,303.85714285714283,1093.8857142857144,3220.885714285714,454.96107946026984,-25016,0,0,130312.79000000001,1061114.67
2025,1,FRF-2-02-00070,17873,رايق جبنة سادة,FRF-RYQ02,رايق,FRF,فرفشة,CT,120.0,2553.285714285714,61278.857142857145,79151.85714285714,147.66258672699848,-11775,0,0,359354.6,2926170.69
2025,1,FRF-2-02-00071,4490,رايق بوب كورن سادة,FRF-RYQ02,رايق,FRF,فرفشة,CT,120.0,641.4285714285714,15394.285714285717,19884.285714285717,147.08325471698112,-1337,0,0,89973.32,732639.53
2025,1,FRF-2-02-00074,137,رايق بوب كورن باربكيو,FRF-RYQ02,رايق,FRF,فرفشة,CT,120.0,19.571428571428573,469.7142857142858,606.7142857142858,147.5055,-98,0,0,2780.0,22637.010000000002
2025,1,FRF-2-02-00075,80,رايق جبنة هوت,FRF-RYQ02,رايق,FRF,فرفشة,CT,120.0,11.428571428571429,274.28571428571433,354.28571428571433,148.23,-86,0,0,1634.42,13308.81
2025,1,FRF-2-03-00004,1069,رايق شوكولاتة كرز,FRF-RYQ02,رايق,FRF,فرفشة,CT,120.0,152.71428571428572,3665.1428571428573,4734.142857142857,123.63901960784314,-779,0,0,20592.82,167683.85
2025,1,FRF-2-04-00005,37,رايق كاتشب كلاسيك,FRF-RYQ02,رايق,FRF,فرفشة,CT,48.0,5.285714285714286,50.74285714285715,87.74285714285715,382.6263636363636,-319,0,0,2102.41,17119.61
2025,1,GRF-3-09-00001,1,جرافيتي بوب كورن سويت,GRF01,جرافيتي,GRF,جرافيتي,PL,5.0,0.14285714285714285,0.14285714285714285,1.1428571428571428,126.29,-4,0,0,17.15,139.65
2025,1,GRF-3-09-00002,1,جرافيتي بوب كورن هوت,GRF01,جرافيتي,GRF,جرافيتي,PL,5.0,0.14285714285714285,0.14285714285714285,1.1428571428571428,134.65,-4,0,0,18.29,148.9
2025,1,GRF-3-09-00003,5,جرافيتي شوكو كرانش,GRF01,جرافيتي,GRF,جرافيتي,PL,5.0,0.7142857142857143,0.7142857142857144,5.714285714285714,134.65,-20,0,0,91.43,744.48
2025,1,GRF-3-09-00009,8,جرافيتي توت بوم,GRF01,جرافيتي,GRF,جرافيتي,PL,5.0,1.1428571428571428,1.1428571428571428,9.142857142857142,319.1975,-69,0,0,348.03999999999996,2834.06
2025,1,GRF-3-09-00010,35,جرافيتي سناك ستار,GRF01,جرافيتي,GRF,جرافيتي,PL,5.0,5.0,5.0,40.0,467.203,-427,0,0,1850.87,15071.52
2025,1,GRF-3-09-00011,32,جرافيتي كاتشب بوم,GRF01,جرافيتي,GRF,جرافيتي,PL,5.0,4.571428571428571,4.571428571428571,36.57142857142857,637.3072727272728,-594,0,0,2699.24,21979.82
2025,1,GRF-3-09-00012,29,جرافيتي باربكيو سبايسي,GRF01,جرافيتي,GRF,جرافيتي,PL,5.0,4.142857142857143,4.142857142857144,33.142857142857146,579.9805,-352,0,0,2103.92,17132.06
2025,1,GRF-3-09-00024,60,جرافيتي فواكه سموذي,GRF01,جرافيتي,GRF,جرافيتي,PL,5.0,8.571428571428571,8.571428571428573,68.57142857142857,389.61923076923074,-557,0,0,2853.47,23235.39
2025,1,GRF-3-09-00025,94,جرافيتي جبنة رانش,GRF01,جرافيتي,GRF,جرافيتي,PL,5.0,13.428571428571429,13.42857142857143,107.42857142857143,497.172,-972,0,0,6073.94,49459.45
2025,1,GRF-3-09-00026,425,جرافيتي فانيليا كريم,GRF01,جرافيتي,GRF,جرافيتي,PL,5.0,60.714285714285715,60.71428571428572,485.7142857142857,405.1183505976096,-4026,0,0,22546.24,183591.858
2025,1,GRF-3-09-00027,650,جرافيتي ملح كريستال,GRF01,جرافيتي,GRF,جرافيتي,PL,5.0,92.85714285714286,92.85714285714286,742.8571428571429,423.51101408450705,-6689,0,0,33855.12,275679.28
2025,1,MRM-4-01-00005,84,مرشملو كرانشي سوبر,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,12.0,43.2,127.2,127.55916653846155,-218,0,0,680.16,5538.22332
2025,1,MRM-4-01-00006,47,مرشملو كرانشي سادة,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,6.714285714285714,24.171428571428574,71.17142857142858,277.8199240909091,-78,0,0,1017.62,8286.08332
2025,1,MRM-4-01-00007,140,مرشملو كاتشب خضار,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,20.0,72.0,212.0,139.99944434782608,-321,0,0,1391.32,11329.099979999999
2025,1,MRM-4-01-00017,40,مرشملو كاتشب فواكه,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,5.714285714285714,20.571428571428573,60.57142857142857,200.88909090909092,-59,0,0,367.39,2991.45
2025,1,MRM-4-01-00018,2,مرشملو كرانشي هوت,MRM-01,مرشملو,MRM,مرشملو,CT,12.0,0.2857142857142857,0.6857142857142857,2.685714285714286,394.82,0,0,0,110.55,900.19
2025,1,MRM-4-01-00019,8,مرشملو توت بري,MRM-01,مرشملو,MRM,مرشملو,CT,6.0,1.1428571428571428,1.3714285714285714,9.371428571428572,525.284,-49,0,0,581.38,4734.2
2025,1,MRM-4-01-00020,16,مرشملو هوت كرز,MRM-01,مرشملو,MRM,مرشملو,CT,6.0,2.2857142857142856,2.742857142857143,18.742857142857144,490.7791666666667,-5,0,0,1119.44,9115.550000000001
2025,1,MRM-4-01-00021,19,مرشملو ليمون,MRM-01,مرشملو,MRM,مرشملو,CT,6.0,2.7142857142857144,3.2571428571428576,22.257142857142856,476.81222222222226,-49,0,0,1214.46,9889.35
2025,1,MRM-4-01-00026,4,مرشملو قهوة,MRM-01,مرشملو,MRM,مرشملو,CT,6.0,0.5714285714285714,0.6857142857142857,4.685714285714286,352.31,0,0,0,193.41,1574.91
2025,1,MRM-4-01-00039,48,مرشملو كاتشب سوبر,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,6.857142857142857,24.685714285714287,72.68571428571428,143.08401500000002,-52,0,0,544.33,4432.16332
2025,1,MRM-4-01-00040,93,مرشملو شيبس سوبر,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,13.285714285714286,47.828571428571436,140.82857142857142,96.70292783783785,-107,0,0,723.65,5891.96332
2025,1,MRM-4-01-00041,26,مرشملو فشار كوول,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,3.7142857142857144,13.371428571428572,39.371428571428574,107.12643263157895,-6,0,0,381.73,3107.8666599999997
2025,1,MRM-4-01-00042,92,مرشملو فشار سوبر,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,13.142857142857142,47.31428571428572,139.31428571428572,128.2739787096774,-100,0,0,764.03,6221.18668
2025,1,MRM-4-01-00043,89,مرشملو فشار حار,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,12.714285714285714,45.77142857142857,134.77142857142857,75.62649157894737,-84,0,0,349.24,2843.51334
2025,1,MRM-4-01-00044,24,مرشملو فشار باربكيو,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,3.4285714285714284,12.342857142857143,36.34285714285714,159.96833333333333,-64,0,0,287.39,2339.93
2025,1,MRM-4-01-00045,7,مرشملو هوت ,MRM-01,مرشملو,MRM,مرشملو,CT,6.0,1.0,1.2000000000000002,8.2,516.784,0,0,0,507.32,4131.12
2025,1,MRM-4-01-00046,13,مرشملو هوت سوبر,MRM-01,مرشملو,MRM,مرشملو,CT,6.0,1.8571428571428572,2.2285714285714286,15.228571428571428,289.049,-72,0,0,513.42,4180.66
2025,1,MRM-4-01-00047,6,مرشملو هوت كوول,MRM-01,مرشملو,MRM,مرشملو,CT,6.0,0.8571428571428571,1.0285714285714285,7.0285714285714285,376.99666666666667,-13,0,0,314.88,2564.1
2025,1,MRM-4-01-00048,5,مرشملو هوت هوت,MRM-01,مرشملو,MRM,مرشملو,CT,6.0,0.7142857142857143,0.8571428571428572,5.857142857142858,514.68,0,0,0,361.74,2945.66
2025,1,MRM-4-01-00049,17,مرشملو مانجو,MRM-01,مرشملو,MRM,مرشملو,CT,6.0,2.4285714285714284,2.914285714285714,19.914285714285715,257.01714285714286,-184,0,0,602.37,4904.79
2025,1,MRM-4-01-00050,14,مرشملو جوز هند,MRM-01,مرشملو,MRM,مرشملو,CT,6.0,2.0,2.4000000000000004,16.4,267.96250000000003,-134,0,0,513.31,4179.610000000001
2025,1,MRM-4-01-00051,22,مرشملو فانيليا,MRM-01,مرشملو,MRM,مرشملو,CT,6.0,3.142857142857143,3.7714285714285714,25.771428571428572,238.4,-166,0,0,634.87,5169.4800000000005
2025,1,MRM-4-01-00053,2,مرشملو ملح هوت,MRM-01,مرشملو,MRM,مرشملو,CT,8.0,0.2857142857142857,0.45714285714285713,2.4571428571428573,99.58,0,0,0,27.88,227.04
2025,1,MRM-4-01-00057,6,مرشملو مارشميللو سبايسي,MRM-01,مرشملو,MRM,مرشملو,CT,12.0,0.8571428571428571,2.057142857142857,8.057142857142857,282.2825,0,0,0,260.39,2120.34
2025,1,MRM-4-01-00060,1,مرشملو جبنة باربكيو,MRM-01,مرشملو,MRM,مرشملو,CT,264.0,0.14285714285714285,7.542857142857143,8.542857142857143,151.86,-23,0,0,18.07,147.15
2025,1,MRM-4-01-00061,689,مرشملو جبنة كلاسيك,MRM-01,مرشملو,MRM,مرشملو,CT,192.0,98.42857142857143,3779.6571428571433,4468.657142857143,178.53542553191488,-3676,0,0,2270.2400000000002,18486.29
2025,1,MRM-4-01-00062,301,مرشملو جبنة هوت,MRM-01,مرشملو,MRM,مرشملو,CT,192.0,43.0,1651.1999999999998,1952.1999999999998,158.767,-1793,0,0,1695.97,13810.23
2025,1,MRM-4-01-00063,295,مرشملو جبنة سبايسي,MRM-01,مرشملو,MRM,مرشملو,CT,192.0,42.142857142857146,1618.2857142857142,1913.2857142857142,133.8302125,-2285,0,0,2259.5,18399.01125
2025,1,MRM-4-01-00064,167,مرشملو جبنة فواكه,MRM-01,مرشملو,MRM,مرشملو,CT,192.0,23.857142857142858,916.1142857142856,1083.1142857142856,208.97053571428575,-651,0,0,780.78,6357.73125
2025,1,MRM-4-01-00067,22,مرشملو كرانشي فواكه,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,3.142857142857143,11.314285714285713,33.31428571428572,178.2942857142857,-37,0,0,244.69,1992.51
2025,1,MRM-4-01-00068,24,مرشملو ملح باربكيو,MRM-01,مرشملو,MRM,مرشملو,CT,9.0,3.4285714285714284,6.171428571428572,30.17142857142857,205.57692307692307,-87,0,0,518.28,4220.33
2025,1,MRM-4-01-00069,12,مرشملو ملح عادي,MRM-01,مرشملو,MRM,مرشملو,CT,9.0,1.7142857142857142,3.085714285714286,15.085714285714285,201.33166666666668,-39,0,0,264.15999999999997,2151.03
2025,1,MRM-4-02-00001,30,مرشملو موز,MRM-01,مرشملو,MRM,مرشملو,CT,12.0,4.285714285714286,10.285714285714286,40.285714285714285,267.5910526315789,-138,0,0,1141.26,9292.85
2025,1,MRM-4-02-00002,37,مرشملو نعناع,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,5.285714285714286,19.02857142857143,56.028571428571425,122.82384615384616,-119,0,0,320.53999999999996,2609.96
2025,1,MRM-4-02-00003,64,مرشملو عسل,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,9.142857142857142,32.91428571428571,96.91428571428571,130.30416666666667,-204,0,0,599.24,4879.32
2025,1,MRM-4-02-00004,18,مرشملو برتقال,MRM-01,مرشملو,MRM,مرشملو,CT,18.0,2.5714285714285716,9.257142857142858,27.25714285714286,384.768,0,0,0,331.84,2702.23
2025,1,NKA-2-05-00097,1242,نكهة جبنة سوبر,NKA01,نكهة,NKA,نكهة,PL,40.0,177.42857142857142,1419.4285714285716,2661.4285714285716,122.95401785714286,-4305,0,0,21705.33,176743.52
2025,1,NKA-2-05-00122,1,نكهة مانجو,NKA01,نكهة,NKA,نكهة,PL,32.0,0.14285714285714285,0.9142857142857143,1.9142857142857141,226.42,-5,0,0,31.06,252.95
2025,1,NKA-2-05-00128,1,نكهة كرانشي فواكه,NKA01,نكهة,NKA,نكهة,PL,36.0,0.14285714285714285,1.0285714285714285,2.0285714285714285,246.45,-5,0,0,33.81,275.33
2025,1,NKA-2-05-00129,1,نكهة بوب كورن كوول,NKA01,نكهة,NKA,نكهة,PL,72.0,0.14285714285714285,2.057142857142857,3.057142857142857,230.79,-7,0,0,31.34,255.21
2025,1,NKA-2-05-00133,1115,نكهة جبنة أبيض,NKA01,نكهة,NKA,نكهة,PL,36.0,159.28571428571428,1146.857142857143,2261.857142857143,250.46313929313928,-5685,0,0,34493.03,280872.89
2025,1,NKA-2-05-00134,1988,نكهة جبنة رومي,NKA01,نكهة,NKA,نكهة,PL,36.0,284.0,2044.8000000000002,4032.8,247.88041025641027,-10274,0,0,65254.8,531358.02
2025,1,NKA-2-05-00135,170,نكهة فراولة,NKA01,نكهة,NKA,نكهة,PL,32.0,24.285714285714285,155.42857142857144,325.42857142857144,234.82094339622643,-142,0,0,5565.1,45315.39
2025,1,NKA-2-05-00136,280,نكهة جبنة شيدر,NKA01,نكهة,NKA,نكهة,PL,36.0,40.0,288.0,568.0,254.25791666666666,-602,0,0,9883.26,80476.93
2025,1,NKA-2-05-00137,749,نكهة جبنة بارميزان,NKA01,نكهة,NKA,نكهة,PL,36.0,107.0,770.4000000000001,1519.4,245.71591836734694,-4244,0,0,25224.12,205395.6
2025,1,NKA-2-05-00138,84,نكهة هوت هوت,NKA01,نكهة,NKA,نكهة,PL,36.0,12.0,86.4,170.4,258.01,-99,0,0,3017.5699999999997,24571.5
2025,1,NKA-2-05-00139,102,نكهة ملح سبايسي,NKA01,نكهة,NKA,نكهة,PL,36.0,14.571428571428571,104.91428571428573,206.9142857142857,261.41439024390246,-228,0,0,3696.33,30099.3
2025,1,NKA-2-05-00140,323,نكهة بوب كورن كرز,NKA01,نكهة,NKA,نكهة,PL,72.0,46.142857142857146,664.4571428571429,987.4571428571429,235.13220930232558,-1530,0,0,10375.81,84489.04
2025,1,SNX-2-06-00079,1384,لقمة بوب كورن فواكه,SNX02,لقمة,SNX,سناكس,PL,24.0,197.71428571428572,949.0285714285715,2333.0285714285715,178.60149321266968,-5513,0,0,33581.26,273449.32
2025,1,SNX-2-06-00080,69,لقمة بوب كورن حار,SNX02,لقمة,SNX,سناكس,PL,36.0,9.857142857142858,70.97142857142858,139.9714285714286,251.60793103448276,-299,0,0,2392.4,19481.12
2025,1,SNX-2-06-00081,1225,لقمة جبنة كوول,SNX02,لقمة,SNX,سناكس,PL,20.0,175.0,700.0,1925.0,160.2600915331808,-5030,0,0,25388.61,206737.76
2025,1,SNX-2-06-00083,53,كِسرة شوكولاتة كرز,SNX01,كِسرة,SNX,سناكس,PL,24.0,7.571428571428571,36.34285714285714,89.34285714285714,389.5325,-44,0,0,2887.38,23511.88
2025,1,SNX-2-06-00084,41,كِسرة بوب كورن فلامينجو ,SNX01,كِسرة,SNX,سناكس,PL,24.0,5.857142857142857,28.114285714285714,69.11428571428571,389.40700000000004,-44,0,0,2229.17,18151.690000000002
2025,1,SNX-2-06-00086,143,كِسرة جبنة كلاسيك,SNX01,كِسرة,SNX,سناكس,PL,24.0,20.428571428571427,98.05714285714285,241.05714285714285,312.2369879518072,-728,0,0,6140.55,50001.65
2025,1,SNX-2-06-00087,87,كِسرة جبنة باربكيو,SNX01,كِسرة,SNX,سناكس,PL,24.0,12.428571428571429,59.65714285714286,146.65714285714284,321.17692307692306,-80,0,0,3899.85,31756.45
2025,1,TQT-2-10-00042,368, طقطقة هوت سوبر,TQT01,طقطقة,TQT,طقطقة,PL,6.0,52.57142857142857,63.08571428571429,431.0857142857143,145.02143518518517,-1165,0,0,8529.39,69454.46
2025,1,TQT-2-10-00043,997, طقطقة جبنة كوول,TQT01,طقطقة,TQT,طقطقة,PL,6.0,142.42857142857142,170.9142857142857,1167.9142857142856,216.97309927360774,-6017,0,0,37196.1,302877.95
2025,1,TQT-2-10-00044,878, طقطقة مارشميللو كرز,TQT01,طقطقة,TQT,طقطقة,PL,6.0,125.42857142857143,150.51428571428573,1028.5142857142857,326.6664285714286,-7252,0,0,46650.26,379867.52
2025,2,BCH-3-08-00272,7,بوشارتي ملح ,BCH-BCH01,بوشارتي,BCH,مقرمشات بوشارتي,PL,3.0,1.0,0.6000000000000001,7.6,666.4250000000001,-40,0,0,646.26,5262.29
2025,2,BCH-3-08-00273,7584,بوشارتي ملح باربكيو,BCH-BCH01,بوشارتي,BCH,مقرمشات بوشارتي,PL,3.0,1083.4285714285713,650.0571428571428,8234.057142857142,665.3141898200514,-9777,0,0,674868.47,5495358.181
